Timestamp_ms,MotorLeft_Vel,MotorRight_Vel,AccelX,AccelY,AccelZ
1403468,-1.72,-1.80,0.25,-0.99,9.89
1403478,-1.73,-1.84,0.24,-0.94,9.92
1403488,-1.70,-1.82,0.43,-0.43,9.80
1403498,-1.63,-1.87,0.28,0.55,9.87
1403508,-1.63,-1.91,0.32,1.14,9.47
1403518,-1.62,-1.85,0.35,1.30,9.87
1403528,-1.60,-1.74,0.20,0.97,9.68
1403538,-1.63,-1.71,0.32,0.38,9.68
1403548,-1.62,-1.62,0.12,-0.19,10.09
1403558,-1.67,-1.55,0.16,-0.33,9.86
1403568,-1.70,-1.58,0.29,-0.55,9.70
1403578,-1.68,-1.49,0.21,-0.42,9.93
1403588,-1.66,-1.53,0.33,-0.30,9.78
1403598,-1.57,-1.48,0.37,0.16,9.65
1403608,-1.40,-1.42,0.27,0.59,9.66
1403618,-1.31,-1.40,0.29,0.63,9.76
1403628,-1.28,-1.34,0.23,0.28,9.87
1403638,-1.26,-1.30,0.20,-0.14,9.88
1403648,-1.19,-1.26,0.25,-0.43,9.74
1403658,-1.13,-1.30,0.08,-0.47,9.87
1403668,-1.08,-1.32,0.20,-0.24,9.88
1403678,-1.00,-1.27,0.26,0.30,9.98
1403688,-0.96,-1.26,0.23,0.39,9.66
1403698,-0.89,-1.19,0.28,0.56,9.80
1403708,-0.86,-1.17,0.19,0.35,9.76
1403718,-0.83,-1.09,0.23,0.34,9.83
1403728,-0.85,-1.07,0.22,0.06,9.95
1403738,-0.89,-1.02,0.19,-0.11,9.82
1403748,-0.86,-0.95,0.13,-0.24,9.86
1403758,-0.94,-0.87,0.21,-0.12,9.84
1403768,-0.93,-0.82,0.06,0.16,9.84
1403778,-0.99,-0.80,0.14,0.33,9.79
1403788,-1.06,-0.79,0.13,0.43,9.77
1403798,-1.05,-0.71,0.06,0.40,9.82
1403808,-1.11,-0.73,0.07,0.32,9.75
1403818,-1.09,-0.68,0.11,0.07,9.82
1403828,-1.07,-0.65,0.22,-0.12,9.77
1403838,-1.06,-0.56,0.26,-0.23,9.74
1403848,-0.91,-0.53,0.24,-0.08,9.58
1403858,-0.72,-0.43,0.25,0.01,9.72
1403868,-0.56,-0.38,0.17,0.11,9.77
1403878,-0.40,-0.35,0.15,0.09,9.79
1403888,-0.30,-0.34,0.17,0.03,9.80
1403898,-0.19,-0.34,0.11,-0.03,9.83
1403908,-0.07,-0.27,0.03,-0.07,9.93
1403918,-0.04,-0.28,0.17,-0.12,9.83
1403928,-0.03,-0.35,-0.00,-0.10,9.94
1403938,0.05,-0.35,0.16,-0.02,9.86
1403948,0.03,-0.34,0.14,0.08,9.85
1403958,0.02,-0.31,0.09,0.20,9.82
1403968,0.08,-0.30,0.22,0.21,9.79
1403978,0.05,-0.30,0.12,0.22,9.80
1403988,0.08,-0.25,0.13,0.21,9.75
1403998,0.17,-0.21,0.20,0.12,9.84
1404008,0.16,-0.13,0.07,0.11,9.85
1404018,0.22,-0.08,0.15,0.04,9.80
1404028,0.20,-0.05,0.08,0.08,9.80
1404038,0.24,0.03,0.01,0.17,9.83
1404048,0.21,0.09,0.07,0.24,9.88
1404058,0.19,0.13,-0.04,0.35,9.86
1404068,0.18,0.14,0.03,0.32,9.80
1404078,0.11,0.16,0.01,0.22,9.81
1404088,0.12,0.16,-0.02,0.12,9.76
1404098,0.13,0.20,0.01,0.07,9.75
1404108,0.21,0.31,-0.01,0.03,9.76
1404118,0.18,0.31,0.04,0.09,9.70
1404128,0.22,0.43,-0.01,0.09,9.74
1404138,0.33,0.45,0.03,0.17,9.64
1404148,0.37,0.56,0.04,0.18,9.70
1404158,0.48,0.64,0.00,0.16,9.68
1404168,0.53,0.74,0.05,0.19,9.70
1404178,0.64,0.87,0.09,0.15,9.68
1404188,0.69,1.00,0.07,0.17,9.67
1404198,0.78,1.15,0.12,0.16,9.67
1404208,0.83,1.24,0.12,0.18,9.72
1404218,0.93,1.36,0.08,0.19,9.93
1404228,0.99,1.50,0.11,-0.17,9.78
1404238,1.00,1.50,0.02,-0.26,9.75
1404248,1.09,1.50,0.05,-0.17,9.91
1404258,1.15,1.51,0.15,-0.14,9.70
1404268,1.20,1.55,0.12,-0.31,9.88
1404278,1.26,1.54,0.12,-0.07,9.88
1404288,1.29,1.49,0.09,0.05,9.81
1404298,1.35,1.45,0.09,0.47,9.96
1404308,1.42,1.47,0.07,0.38,9.92
1404318,1.47,1.49,0.13,0.20,9.75
1404328,1.50,1.44,0.12,0.02,9.79
1404338,1.58,1.41,0.10,-0.27,9.75
1404348,1.62,1.39,0.14,-0.24,9.93
1404358,1.59,1.33,0.13,-0.40,9.91
1404368,1.65,1.36,0.06,-0.07,9.88
1404378,1.61,1.30,0.13,0.19,9.88
1404388,1.52,1.33,0.09,0.45,9.95
1404398,1.46,1.35,0.16,0.88,9.76
1404408,1.39,1.36,0.21,0.77,9.76
1404418,1.33,1.43,0.10,0.59,9.93
1404428,1.30,1.42,0.15,0.10,9.76
1404438,1.20,1.39,0.19,-0.31,9.86
1404448,1.20,1.37,0.16,-0.54,9.76
1404458,1.25,1.43,0.16,-0.59,9.75
1404468,1.32,1.42,0.22,-0.42,10.01
1404478,1.28,1.34,0.11,0.23,9.97
1404488,1.29,1.33,0.21,0.60,9.79
1404498,1.30,1.26,0.27,0.76,9.75
1404508,1.27,1.30,0.21,0.47,9.73
1404518,1.31,1.33,0.23,0.14,9.84
1404528,1.40,1.29,0.15,-0.41,9.73
1404538,1.35,1.29,0.19,-0.55,9.85
1404548,1.40,1.26,0.16,-0.63,9.73
1404558,1.44,1.19,0.22,-0.36,9.72
1404568,1.55,1.20,0.32,-0.11,9.75
1404578,1.59,1.20,0.30,0.16,9.90
1404588,1.55,1.26,0.21,0.79,9.91
1404598,1.51,1.28,0.23,0.93,9.75
1404608,1.46,1.33,0.28,1.06,9.70
1404618,1.36,1.40,0.25,0.68,9.68
1404628,1.30,1.46,0.26,0.23,9.80
1404638,1.31,1.47,0.29,-0.21,9.77
1404648,1.26,1.49,0.18,-0.57,9.99
1404658,1.25,1.39,0.08,-0.89,9.97
1404668,1.18,1.32,0.25,-0.73,9.81
1404678,1.20,1.23,0.28,0.02,9.89
1404688,1.22,1.17,0.26,0.51,9.79
1404698,1.19,1.10,0.27,0.80,9.93
1404708,1.15,1.03,0.25,0.79,9.79
1404718,1.06,1.00,0.28,0.51,9.76
1404728,1.08,0.96,0.31,0.13,9.75
1404738,1.07,0.98,0.34,-0.18,9.75
1404748,1.04,1.03,0.28,-0.37,9.82
1404758,1.12,1.05,0.27,-0.39,9.82
1404768,1.04,1.00,0.29,-0.17,9.91
1404778,1.05,0.91,0.27,0.06,9.83
1404788,1.05,0.90,0.29,0.16,9.79
1404798,1.10,0.83,0.30,0.21,9.83
1404808,1.06,0.82,0.31,0.11,9.83
1404818,1.01,0.81,0.29,0.08,9.82
1404828,1.03,0.73,0.24,0.10,9.90
1404838,0.93,0.75,0.23,0.24,9.93
1404848,0.87,0.70,0.30,0.48,9.71
1404858,0.78,0.72,0.22,0.58,9.81
1404868,0.66,0.74,0.23,0.46,9.75
1404878,0.57,0.80,0.34,0.31,9.74
1404888,0.58,0.80,0.36,0.21,9.80
1404898,0.54,0.84,0.35,0.03,9.74
1404908,0.53,0.89,0.42,0.08,9.78
1404918,0.43,0.90,0.24,0.01,9.86
1404928,0.45,0.90,0.32,0.04,9.90
1404938,0.40,0.96,0.15,-0.03,9.93
1404948,0.33,0.91,0.20,0.12,9.92
1404958,0.20,0.80,0.21,0.11,9.98
1404968,0.12,0.72,0.19,0.10,9.90
1404978,0.08,0.56,0.31,0.14,9.82
1404988,-0.01,0.53,0.25,-0.01,9.86
1404998,-0.00,0.38,0.33,-0.04,9.78
1405008,-0.05,0.28,0.26,-0.14,9.80
1405018,-0.03,0.22,0.30,-0.14,9.87
1405028,-0.08,0.14,0.34,-0.13,9.74
1405038,-0.05,0.02,0.28,-0.11,9.82
1405048,-0.03,0.01,0.35,0.05,9.73
1405058,-0.02,-0.04,0.32,0.11,9.77
1405068,-0.01,-0.08,0.30,0.21,9.73
1405078,-0.01,-0.10,0.32,0.26,9.75
1405088,-0.06,-0.11,0.30,0.18,9.79
1405098,-0.04,-0.19,0.29,0.19,9.80
1405108,-0.08,-0.12,0.30,0.12,9.82
1405118,-0.10,-0.19,0.30,0.05,9.75
1405128,-0.13,-0.19,0.32,0.05,9.81
1405138,-0.20,-0.18,0.31,0.10,9.82
1405148,-0.19,-0.17,0.31,0.12,9.81
1405158,-0.30,-0.15,0.37,0.18,9.77
1405168,-0.31,-0.20,0.31,0.14,9.81
1405178,-0.32,-0.18,0.34,0.19,9.86
1405188,-0.37,-0.23,0.39,0.16,9.80
1405198,-0.41,-0.25,0.43,0.20,9.84
1405208,-0.43,-0.22,0.45,0.15,9.91
1405218,-0.39,-0.25,0.54,0.12,9.78
1405228,-0.46,-0.33,0.53,0.04,9.92
1405238,-0.47,-0.33,0.40,-0.02,10.01
1405248,-0.51,-0.37,0.53,-0.02,9.94
1405258,-0.62,-0.46,0.39,-0.02,9.96
1405268,-0.67,-0.64,0.37,0.02,10.08
1405278,-0.78,-0.71,0.39,0.05,10.02
1405288,-0.94,-0.91,0.34,0.06,9.93
1405298,-1.04,-1.03,0.33,0.08,9.94
1405308,-1.20,-1.25,0.27,0.08,9.89
1405318,-1.36,-1.39,0.34,0.16,9.94
1405328,-1.45,-1.59,0.23,0.11,10.14
1405338,-1.58,-1.73,0.58,0.04,9.86
1405348,-1.69,-1.77,0.52,-0.00,10.02
1405358,-1.75,-1.84,0.40,-0.09,9.70
1405368,-1.80,-1.97,0.43,0.23,9.93
1405378,-1.88,-2.04,0.26,0.30,9.96
1405388,-1.97,-2.14,0.29,0.46,9.70
1405398,-2.12,-2.22,0.40,0.40,10.07
1405408,-2.18,-2.23,0.60,-0.08,9.53
1405418,-2.12,-2.16,0.55,-0.10,9.81
1405428,-2.11,-2.01,0.57,-0.03,9.54
1405438,-2.03,-1.91,0.49,0.23,9.48
1405448,-1.95,-1.80,0.39,0.33,9.66
1405458,-1.85,-1.76,0.31,0.28,9.66
1405468,-1.83,-1.78,0.19,0.20,9.83
1405478,-1.83,-1.86,0.27,-0.00,9.87
1405488,-1.85,-1.88,0.31,-0.32,9.85
1405498,-1.85,-1.86,0.35,-0.47,9.91
1405508,-1.77,-1.84,0.39,-0.55,10.03
1405518,-1.76,-1.86,0.26,0.15,9.88
1405528,-1.80,-1.91,0.18,0.40,9.74
1405538,-1.82,-1.99,0.23,0.80,9.74
1405548,-1.82,-2.00,0.22,0.67,9.82
1405558,-1.92,-2.02,0.27,0.33,9.79
1405568,-1.87,-1.95,0.28,0.15,9.82
1405578,-1.89,-1.88,0.46,-0.11,9.62
1405588,-1.85,-1.79,0.55,-0.19,9.66
1405598,-1.70,-1.69,0.27,-0.22,9.73
1405608,-1.61,-1.55,0.36,-0.04,9.64
1405618,-1.54,-1.44,0.22,0.14,9.80
1405628,-1.49,-1.41,0.17,0.39,9.83
1405638,-1.43,-1.43,0.21,0.17,9.75
1405648,-1.35,-1.40,0.20,-0.01,9.74
1405658,-1.33,-1.40,0.29,0.06,9.83
1405668,-1.21,-1.36,0.20,0.06,9.92
1405678,-1.17,-1.39,0.22,0.11,9.96
1405688,-1.18,-1.38,0.25,0.00,9.83
1405698,-1.14,-1.45,0.08,0.12,9.85
1405708,-1.19,-1.44,0.12,0.08,9.92
1405718,-1.20,-1.46,0.26,0.37,10.00
1405728,-1.20,-1.49,0.20,0.05,9.68
1405738,-1.28,-1.45,0.15,0.03,9.80
1405748,-1.32,-1.36,0.15,0.04,9.88
1405758,-1.35,-1.36,0.14,0.24,9.85
1405768,-1.41,-1.24,0.17,0.13,9.83
1405778,-1.45,-1.15,0.23,0.08,9.81
1405788,-1.44,-1.14,0.21,0.11,9.80
1405798,-1.34,-0.99,0.44,0.34,9.66
1405808,-1.23,-0.84,0.29,0.48,9.49
1405818,-1.05,-0.70,0.28,0.50,9.69
1405828,-0.94,-0.60,0.20,0.24,9.76
1405838,-0.75,-0.60,0.16,0.01,9.79
1405848,-0.71,-0.56,0.11,-0.34,9.83
1405858,-0.55,-0.52,0.16,-0.52,9.78
1405868,-0.45,-0.55,0.11,-0.44,9.81
1405878,-0.39,-0.51,0.11,-0.28,9.83
1405888,-0.36,-0.54,0.13,0.01,9.83
1405898,-0.29,-0.57,0.01,0.22,9.84
1405908,-0.24,-0.60,0.14,0.35,9.79
1405918,-0.27,-0.61,0.01,0.40,9.89
1405928,-0.23,-0.62,0.07,0.19,9.87
1405938,-0.19,-0.56,0.15,0.04,9.81
1405948,-0.16,-0.63,0.08,-0.05,9.79
1405958,-0.22,-0.57,0.18,-0.12,9.81
1405968,-0.14,-0.60,0.17,-0.09,9.80
1405978,-0.15,-0.49,0.13,0.06,9.83
1405988,-0.16,-0.47,0.21,0.16,9.85
1405998,-0.10,-0.41,0.12,0.32,9.84
1406008,-0.11,-0.37,0.12,0.32,9.82
1406018,-0.12,-0.33,0.14,0.26,9.85
1406028,-0.13,-0.26,0.09,0.16,9.87
1406038,-0.13,-0.27,0.11,0.10,9.87
1406048,-0.13,-0.28,0.13,0.04,9.82
1406058,-0.20,-0.23,0.10,0.02,9.78
1406068,-0.13,-0.22,0.10,0.02,9.85
1406078,-0.12,-0.21,0.14,0.14,9.80
1406088,-0.13,-0.13,0.10,0.16,9.79
1406098,-0.15,-0.08,0.11,0.17,9.78
1406108,-0.09,-0.05,0.18,0.16,9.80
1406118,-0.06,-0.03,0.08,0.11,9.79
1406128,-0.04,0.05,0.08,0.04,9.84
1406138,0.03,0.03,0.09,0.02,9.84
1406148,0.02,0.07,0.06,0.03,9.82
1406158,0.06,0.04,0.14,0.10,9.85
1406168,0.11,0.08,0.08,0.10,9.81
1406178,0.07,0.11,0.13,0.10,9.84
1406188,0.10,0.12,0.11,0.10,9.80
1406198,0.19,0.19,0.12,0.09,9.78
1406208,0.18,0.17,0.11,0.04,9.80
1406218,0.29,0.29,0.12,-0.00,9.79
1406228,0.30,0.29,0.12,-0.04,9.75
1406238,0.42,0.36,0.11,-0.03,9.71
1406248,0.56,0.39,0.16,0.01,9.70
1406258,0.64,0.46,0.10,-0.03,9.79
1406268,0.76,0.52,0.06,-0.01,9.77
1406278,0.82,0.54,0.08,-0.01,9.80
1406288,0.91,0.62,0.02,-0.07,9.86
1406298,0.99,0.62,0.03,0.01,9.86
1406308,1.02,0.67,-0.00,0.40,9.99
1406318,0.97,0.71,-0.06,0.59,9.74
1406328,0.95,0.73,0.03,0.62,9.76
1406338,0.93,0.85,-0.01,0.40,9.73
1406348,0.89,0.97,0.13,0.16,9.67
1406358,0.88,1.07,0.08,0.05,9.72
1406368,0.96,1.20,0.16,-0.01,9.65
1406378,1.06,1.33,0.12,0.03,9.74
1406388,1.06,1.47,0.15,0.18,9.92
1406398,1.20,1.56,0.13,-0.17,9.71
1406408,1.27,1.60,0.01,-0.15,9.75
1406418,1.32,1.68,0.16,-0.03,9.92
1406428,1.40,1.68,0.14,-0.28,9.75
1406438,1.46,1.75,0.01,-0.07,9.80
1406448,1.58,1.77,0.19,0.11,9.88
1406458,1.63,1.73,0.10,0.50,9.92
1406468,1.68,1.80,0.12,0.41,9.80
1406478,1.78,1.79,0.17,0.03,9.58
1406488,1.82,1.82,0.05,-0.19,9.85
1406498,1.89,1.79,0.15,-0.35,9.94
1406508,1.91,1.73,0.14,-0.31,9.92
1406518,1.92,1.69,-0.01,-0.01,9.83
1406528,1.89,1.75,0.17,0.19,9.95
1406538,1.82,1.75,0.22,0.66,9.81
1406548,1.78,1.79,0.08,0.73,9.71
1406558,1.68,1.74,0.26,0.47,9.78
1406568,1.69,1.77,0.08,0.15,9.72
1406578,1.69,1.81,0.18,-0.19,9.78
1406588,1.72,1.72,0.22,-0.40,10.06
1406598,1.73,1.71,0.04,-0.05,9.88
1406608,1.67,1.64,0.21,0.15,9.87
1406618,1.67,1.65,0.24,0.23,9.69
1406628,1.67,1.66,0.20,0.17,9.82
1406638,1.75,1.69,0.20,-0.14,9.79
1406648,1.74,1.59,0.18,-0.25,9.68
1406658,1.84,1.55,0.18,-0.34,9.85
1406668,1.86,1.54,0.28,-0.28,9.77
1406678,1.83,1.58,0.24,-0.17,9.99
1406688,1.81,1.56,0.17,0.58,9.90
1406698,1.83,1.55,0.34,0.87,9.56
1406708,1.72,1.66,0.28,0.98,9.70
1406718,1.71,1.74,0.34,0.87,9.76
1406728,1.69,1.77,0.25,0.22,9.70
1406738,1.71,1.81,0.20,-0.44,10.08
1406748,1.67,1.72,0.12,-1.07,9.89
1406758,1.68,1.64,0.12,-0.91,10.07
1406768,1.54,1.59,0.16,-0.15,9.84
1406778,1.56,1.54,0.25,0.54,9.69
1406788,1.49,1.49,0.39,1.06,9.73
1406798,1.47,1.50,0.31,1.03,9.65
1406808,1.55,1.51,0.29,0.62,9.90
1406818,1.55,1.45,0.27,-0.18,9.80
1406828,1.57,1.44,0.22,-0.61,9.83
1406838,1.54,1.35,0.15,-0.90,9.91
1406848,1.51,1.28,0.24,-0.63,9.93
1406858,1.52,1.28,0.33,-0.20,9.91
1406868,1.40,1.27,0.22,0.65,9.69
1406878,1.37,1.24,0.34,1.08,9.59
1406888,1.34,1.24,0.32,1.20,9.70
1406898,1.24,1.35,0.37,1.00,9.69
1406908,1.26,1.37,0.40,0.52,9.86
1406918,1.25,1.42,0.22,-0.14,9.98
1406928,1.17,1.45,0.30,-0.51,9.88
1406938,1.14,1.44,0.23,-0.73,9.89
1406948,1.09,1.32,0.19,-0.71,9.81
1406958,0.97,1.22,0.29,-0.34,9.88
1406968,0.90,1.11,0.39,0.09,9.82
1406978,0.91,1.08,0.28,0.67,9.80
1406988,0.79,0.96,0.27,0.84,9.78
1406998,0.73,0.90,0.18,0.73,9.94
1407008,0.68,0.79,0.38,0.46,9.82
1407018,0.58,0.79,0.27,0.07,9.81
1407028,0.60,0.73,0.46,-0.24,9.75
1407038,0.55,0.68,0.30,-0.59,9.71
1407048,0.59,0.66,0.37,-0.36,9.80
1407058,0.54,0.70,0.42,-0.02,9.78
1407068,0.58,0.66,0.26,0.10,9.92
1407078,0.53,0.64,0.31,0.28,9.78
1407088,0.56,0.58,0.27,0.29,9.82
1407098,0.52,0.47,0.37,0.19,9.74
1407113,0.51,0.39,0.39,-0.02,9.76
1407123,0.56,0.37,0.42,-0.08,9.82
1407133,0.52,0.28,0.31,-0.11,9.82
1407143,0.43,0.22,0.32,-0.03,9.83
1407153,0.45,0.27,0.35,0.08,9.83
1407163,0.38,0.16,0.35,0.25,9.83
1407173,0.35,0.10,0.35,0.32,9.80
1407183,0.32,0.06,0.31,0.29,9.89
1407193,0.33,0.04,0.39,0.16,9.77
1407203,0.20,0.02,0.37,0.14,9.86
1407213,0.17,-0.04,0.42,-0.06,9.79
1407223,0.11,-0.07,0.42,0.00,9.77
1407233,0.12,-0.11,0.41,0.10,9.83
1407243,0.07,-0.13,0.44,0.22,9.81
1407253,-0.01,-0.14,0.51,0.29,9.76
1407263,-0.00,-0.14,0.45,0.28,9.75
1407273,-0.00,-0.14,0.50,0.20,9.75
1407283,-0.05,-0.16,0.51,0.10,9.76
1407293,-0.11,-0.10,0.51,-0.01,9.85
1407303,-0.08,-0.12,0.49,0.01,9.87
1407313,-0.17,-0.13,0.48,0.01,9.87
1407323,-0.17,-0.19,0.47,0.08,9.90
1407333,-0.22,-0.30,0.47,0.05,9.91
1407343,-0.30,-0.38,0.48,0.11,9.90
1407353,-0.36,-0.41,0.41,0.23,9.97
1407363,-0.52,-0.56,0.39,0.11,9.92
1407373,-0.56,-0.65,0.46,0.23,9.87
1407383,-0.69,-0.75,0.39,0.05,9.83
1407393,-0.79,-0.85,0.38,0.02,9.90
1407403,-0.95,-0.92,0.32,-0.07,9.95
1407413,-1.07,-1.10,0.40,-0.13,9.89
1407423,-1.14,-1.23,0.33,-0.07,9.78
1407433,-1.17,-1.29,0.54,0.09,9.88
1407443,-1.24,-1.37,0.39,0.20,9.76
1407453,-1.24,-1.38,0.62,0.33,9.77
1407463,-1.25,-1.45,0.56,0.45,9.63
1407473,-1.23,-1.35,0.49,0.27,9.70
1407483,-1.26,-1.25,0.47,0.11,9.71
1407493,-1.31,-1.29,0.29,0.06,9.95
1407503,-1.39,-1.31,0.26,-0.11,9.78
1407513,-1.52,-1.36,0.31,-0.04,9.84
1407523,-1.61,-1.44,0.37,0.06,10.18
1407533,-1.67,-1.53,0.44,0.46,9.69
1407543,-1.75,-1.60,0.48,0.65,9.78
1407553,-1.74,-1.63,0.55,0.58,9.83
1407563,-1.71,-1.76,0.46,0.00,9.85
1407573,-1.71,-1.75,0.32,-0.47,9.84
1407583,-1.75,-1.82,0.36,-0.69,9.72
1407593,-1.78,-1.86,0.19,-0.68,9.96
1407603,-1.81,-1.96,0.41,-0.12,9.89
1407613,-1.82,-2.03,0.40,0.51,10.02
1407623,-1.81,-1.98,0.66,0.71,9.71
1407633,-1.75,-1.90,0.52,0.79,9.67
1407643,-1.73,-1.79,0.36,0.43,9.86
1407653,-1.76,-1.80,0.32,0.15,9.59
1407663,-1.83,-1.72,0.21,-0.12,9.87
1407673,-1.89,-1.76,0.29,-0.48,9.78
1407683,-1.97,-1.78,0.11,-0.23,10.15
1407693,-2.08,-1.85,0.37,0.05,10.07
1407703,-2.07,-1.92,0.36,0.68,9.40
1407713,-2.00,-1.92,0.45,0.59,9.75
1407723,-1.92,-1.94,0.31,0.30,9.77
1407733,-1.94,-1.90,0.13,-0.06,9.63
1407743,-1.90,-1.93,0.22,-0.33,9.80
1407753,-1.89,-1.96,0.22,-0.62,9.81
1407763,-1.91,-1.94,0.33,-0.61,10.01
1407773,-1.84,-1.97,0.48,-0.46,9.64
1407783,-1.76,-1.90,0.31,0.38,9.79
1407793,-1.73,-1.88,0.39,0.75,9.79
1407803,-1.71,-1.79,0.34,1.01,9.77
1407813,-1.69,-1.74,0.11,0.76,9.84
1407823,-1.77,-1.75,0.15,0.33,9.69
1407833,-1.83,-1.75,0.07,0.04,10.14
1407843,-1.93,-1.75,0.22,-0.26,9.82
1407853,-1.97,-1.77,0.46,-0.34,9.60
1407863,-1.90,-1.76,0.21,-0.21,9.92
1407873,-1.80,-1.69,0.41,-0.10,9.72
1407883,-1.69,-1.68,0.21,-0.10,9.67
1407893,-1.61,-1.66,0.21,0.00,9.74
1407903,-1.55,-1.57,0.19,0.09,9.75
1407913,-1.48,-1.60,0.29,0.13,9.78
1407923,-1.38,-1.50,0.30,0.15,9.72
1407933,-1.27,-1.45,0.21,0.15,9.67
1407943,-1.21,-1.38,0.32,0.41,9.91
1407953,-1.16,-1.31,0.26,0.38,9.87
1407963,-1.08,-1.27,0.19,0.15,9.85
1407973,-1.09,-1.20,0.19,-0.06,9.84
1407983,-1.08,-1.14,0.15,0.00,9.84
1407993,-1.11,-1.14,0.19,-0.17,9.81
1408003,-1.16,-1.06,0.10,0.11,9.87
1408013,-1.20,-1.08,-0.03,0.09,9.91
1408023,-1.27,-1.06,0.03,0.21,9.88
